transaction_id,account_id,merchant_id,amount,transaction_date,transaction_type,is_fraud
41704,3744,35,14.75,2024-08-15,transfer,0
41705,664,45,102.12,2024-08-26,withdrawal,0
41706,2683,82,18.61,2023-02-05,withdrawal,0
41707,322,66,5.94,2024-01-20,payment,0
41708,5943,54,178.85,2024-05-07,withdrawal,0
41709,4329,36,75.68,2023-08-14,withdrawal,0
41710,5936,24,139.8,2024-09-06,withdrawal,0
41711,4162,51,18.52,2024-02-14,payment,0
41712,750,37,14.86,2024-11-26,payment,0
41713,5078,42,141.89,2024-03-05,payment,0
41714,388,19,81.77,2023-08-09,withdrawal,0
41715,3397,45,460.43,2024-12-23,payment,0
41716,5496,88,47.23,2023-09-12,payment,0
41717,5917,93,158.73,2023-02-25,payment,0
41718,1253,24,47.64,2023-02-23,payment,0
41719,5806,18,34.57,2024-11-30,payment,0
41720,2325,89,5.98,2023-03-05,payment,0
41721,4605,38,352.19,2023-07-26,withdrawal,0
41722,5853,23,281.38,2023-12-29,payment,1
41723,1066,90,25.27,2024-06-25,transfer,1
41724,6273,87,42.11,2024-08-29,withdrawal,0
41725,7273,98,17.66,2024-04-22,withdrawal,0
41726,6965,63,125.34,2024-09-23,withdrawal,0
41727,1142,18,18.78,2024-10-31,transfer,0
41728,2929,32,8.85,2024-07-18,payment,0
41729,6428,34,14.92,2024-12-28,payment,0
41730,5636,18,29.51,2023-12-07,payment,0
41731,2082,90,42.13,2023-07-21,payment,0
41732,6772,91,162.84,2023-08-02,withdrawal,0
41733,1243,18,141.39,2023-09-28,payment,0
41734,6184,39,464.24,2024-02-17,withdrawal,0
41735,2108,79,166.31,2024-07-16,payment,1
41736,6862,78,33.36,2023-09-25,payment,0
41737,1926,70,156.46,2023-06-19,withdrawal,0
41738,6122,89,82.34,2024-09-20,payment,0
41739,6326,73,40.72,2023-05-07,withdrawal,0
41740,45,86,182.51,2023-08-31,withdrawal,0
41741,1197,69,193.89,2023-07-09,withdrawal,0
41742,2995,62,97.96,2024-02-03,payment,0
41743,6924,95,30.27,2023-01-06,payment,0
41744,6964,91,215.47,2023-04-29,payment,0
41745,5596,55,142.97,2023-03-08,transfer,0
41746,1081,30,43.15,2023-09-28,payment,0
41747,1617,48,5.52,2024-11-12,payment,0
41748,6086,62,140.34,2024-03-17,payment,0
41749,4293,52,36.27,2023-08-01,payment,0
41750,2672,23,41.55,2024-08-15,withdrawal,0
41751,1751,3,78.73,2023-08-24,payment,0
41752,1130,96,89.47,2023-03-18,payment,0
41753,5908,76,35.95,2024-04-06,withdrawal,0
41754,1171,62,10.58,2023-06-07,payment,0
41755,6469,29,6.77,2024-01-11,payment,0
41756,2983,19,39.24,2024-10-23,payment,0
41757,7416,59,110.18,2024-03-03,withdrawal,0
41758,3804,58,26.11,2023-10-21,withdrawal,0
41759,6289,59,15.08,2024-11-10,transfer,0
41760,363,99,36.65,2024-02-19,payment,0
41761,2697,38,124.53,2024-09-03,withdrawal,0
41762,1564,87,5.07,2024-04-19,payment,0
41763,1037,41,63.73,2024-05-23,payment,0
41764,4664,27,8.31,2023-12-17,withdrawal,0
41765,438,77,482.71,2024-07-31,withdrawal,0
41766,2389,16,122.54,2024-06-07,payment,1
41767,5897,77,201.53,2023-09-11,payment,0
41768,569,14,277.12,2024-09-11,payment,0
41769,1523,61,162.38,2023-08-25,withdrawal,0
41770,3096,75,395.15,2024-06-20,transfer,0
41771,7211,38,37.44,2023-10-31,payment,0
41772,6710,88,126.6,2023-12-09,transfer,0
41773,7058,62,327.22,2023-10-17,withdrawal,0
41774,2942,57,13.92,2024-05-13,payment,0
41775,4157,28,17.76,2024-08-05,payment,0
41776,4859,41,5.19,2024-04-12,payment,0
41777,5883,41,19.79,2024-08-02,withdrawal,0
41778,2975,81,46.15,2024-12-20,payment,0
41779,6898,89,24.4,2023-04-09,payment,0
41780,1708,95,198.67,2024-05-09,withdrawal,0
41781,4298,81,275.17,2023-11-21,payment,0
41782,2202,69,35.49,2023-02-03,transfer,0
41783,7430,2,42.19,2024-06-14,withdrawal,0
41784,4871,42,11.02,2023-08-25,payment,0
41785,4790,34,144.8,2024-07-18,payment,0
41786,4284,95,207.18,2024-06-19,payment,0
41787,1287,49,150.39,2023-05-23,withdrawal,0
41788,5950,69,5.15,2024-02-22,payment,0
41789,4710,15,44.81,2024-12-22,withdrawal,0
41790,1808,55,12.35,2024-10-29,payment,0
41791,1696,69,302.19,2023-08-08,withdrawal,0
41792,6439,16,97.09,2023-09-23,withdrawal,0
41793,5262,69,35.47,2023-04-17,payment,0
41794,537,75,39.72,2023-11-22,payment,0
41795,6034,81,337.25,2024-04-18,withdrawal,0
41796,814,55,21.87,2024-01-03,payment,0
41797,5369,99,52.55,2024-11-01,payment,0
41798,6876,2,38.06,2024-10-06,withdrawal,0
41799,3223,67,8.65,2024-06-27,withdrawal,0
41800,454,92,38.7,2024-03-23,payment,0
41801,4283,96,164.3,2023-01-15,payment,0
41802,1979,81,398.16,2024-09-22,payment,0
41803,2580,45,23.9,2023-04-05,withdrawal,0
41804,4425,96,446.13,2023-08-22,withdrawal,0
41805,5621,49,130.61,2023-02-15,withdrawal,0
41806,7413,32,12.51,2023-02-18,payment,0
41807,6809,41,23.5,2024-12-21,withdrawal,0
41808,5146,29,18.88,2024-11-09,withdrawal,0
41809,3445,9,100.93,2024-04-25,transfer,0
41810,2746,60,233.69,2024-06-17,withdrawal,0
41811,2255,65,26.27,2023-04-09,payment,0
41812,1241,89,91.78,2024-02-05,payment,0
41813,6104,35,27.9,2023-09-18,payment,0
41814,7268,11,443.35,2024-08-11,payment,0
41815,1717,63,11.07,2023-09-27,payment,0
41816,2876,49,145.82,2024-08-07,withdrawal,0
41817,4980,84,37.03,2023-10-19,transfer,0
41818,2300,85,28.61,2024-07-01,withdrawal,0
41819,6570,28,281.68,2024-10-15,payment,0
41820,523,23,316.41,2023-06-23,withdrawal,0
41821,730,28,190.63,2023-11-06,payment,0
41822,5184,41,72.9,2024-07-10,payment,0
41823,6553,13,39.72,2023-04-09,transfer,0
41824,4075,87,33.96,2023-11-16,payment,0
41825,159,8,197.04,2024-02-26,payment,0
41826,2036,72,29.5,2024-03-11,withdrawal,0
41827,5355,54,11.83,2023-12-27,withdrawal,0
41828,6749,79,36.0,2024-04-29,payment,0
41829,7375,66,282.46,2023-04-24,payment,0
41830,1468,45,461.4,2023-06-15,payment,0
41831,352,80,48.65,2023-04-03,payment,0
41832,7409,28,197.85,2024-07-14,withdrawal,0
41833,5397,82,19.01,2024-08-30,payment,0
41834,5405,73,156.64,2024-10-07,transfer,0
41835,1640,96,295.78,2024-12-21,payment,0
41836,6175,11,6.77,2023-07-08,payment,0
41837,7300,90,40.46,2024-11-06,withdrawal,0
41838,4887,83,447.31,2023-12-09,payment,0
41839,7149,38,273.28,2023-09-19,withdrawal,0
41840,4562,81,77.37,2024-03-07,payment,0
41841,2206,35,56.42,2023-02-15,payment,0
41842,5156,21,123.84,2024-12-06,payment,0
41843,5004,17,129.25,2024-02-21,payment,0
41844,5742,22,26.64,2023-03-18,withdrawal,0
41845,3665,100,107.02,2023-07-11,payment,0
41846,6579,23,14.45,2024-01-05,withdrawal,0
41847,7183,49,118.47,2023-12-11,payment,0
41848,4704,81,8.81,2023-10-06,transfer,0
41849,4073,76,26.07,2024-04-11,payment,0
41850,4923,93,38.29,2024-03-25,withdrawal,0
41851,10,35,72.38,2023-02-23,transfer,0
41852,2741,84,8.03,2023-08-04,withdrawal,0
41853,3453,58,133.51,2024-08-23,payment,0
41854,7041,64,34.2,2024-08-13,payment,0
41855,2600,41,16.4,2023-02-25,payment,0
41856,7223,2,376.56,2023-06-23,payment,0
41857,208,8,129.14,2023-12-10,withdrawal,0
41858,3816,19,154.94,2024-07-30,payment,0
41859,6687,96,125.38,2023-05-28,transfer,0
41860,4540,70,69.79,2023-10-31,payment,0
41861,487,55,39.81,2024-05-31,payment,1
41862,2661,80,16.22,2023-09-18,payment,0
41863,7167,33,33.26,2023-03-09,withdrawal,0
41864,7293,53,110.65,2023-09-10,payment,0
41865,4762,100,34.3,2023-05-14,transfer,0
41866,6182,40,96.59,2024-05-09,payment,0
41867,6811,71,46.31,2024-08-17,payment,0
41868,983,82,26.36,2023-12-17,transfer,0
41869,3827,94,102.29,2023-08-02,payment,0
41870,928,47,311.01,2024-10-11,payment,0
41871,3209,87,91.1,2024-09-12,payment,0
41872,2755,48,71.35,2023-09-06,withdrawal,0
41873,2938,93,42.62,2024-08-30,payment,0
41874,415,39,354.82,2024-10-22,payment,0
41875,3156,99,164.43,2024-07-13,withdrawal,0
41876,4815,96,26.32,2024-02-01,withdrawal,0
41877,6880,4,20.32,2023-02-27,payment,0
41878,6611,67,77.12,2023-06-18,withdrawal,1
41879,6394,4,28.46,2024-12-13,payment,0
41880,6341,8,50.58,2023-02-09,payment,0
41881,2483,5,19.99,2023-10-04,withdrawal,0
41882,2181,71,112.11,2023-02-26,withdrawal,0
41883,2829,87,33.16,2023-08-07,withdrawal,0
41884,5654,19,19.87,2024-03-30,payment,0
41885,3953,13,179.98,2024-01-03,withdrawal,0
41886,2274,48,35.48,2024-06-08,payment,0
41887,6015,86,22.3,2023-01-21,withdrawal,0
41888,4687,64,448.6,2023-09-05,payment,0
41889,1876,23,105.39,2023-08-22,withdrawal,0
41890,3510,55,23.99,2023-12-27,payment,0
41891,2178,74,17.55,2023-03-19,transfer,0
41892,7275,5,149.34,2024-01-14,withdrawal,0
41893,5453,59,32.27,2024-04-18,payment,0
41894,2540,20,60.68,2023-01-21,payment,0
41895,2452,70,48.72,2023-08-28,payment,0
41896,6493,46,133.72,2023-08-06,payment,0
41897,1891,43,49.89,2024-06-16,payment,0
41898,6311,24,7.57,2023-01-02,withdrawal,0
41899,2579,14,165.45,2023-06-06,transfer,0
41900,7432,61,11.17,2023-05-04,payment,1
41901,4615,37,13.24,2023-01-01,payment,0
41902,6603,88,87.76,2023-08-05,transfer,0
41903,2519,11,269.71,2024-05-07,payment,0
41904,2411,8,313.64,2024-03-11,withdrawal,0
41905,423,95,5.12,2024-01-09,withdrawal,0
41906,4252,20,110.63,2023-10-21,payment,0
41907,2510,14,48.44,2023-12-11,payment,0
41908,5868,30,104.54,2024-03-13,payment,0
41909,6980,11,34.69,2023-05-20,withdrawal,0
41910,4326,53,156.35,2024-03-24,withdrawal,0
41911,1568,100,33.89,2023-05-31,payment,0
41912,7040,42,12.16,2024-07-06,payment,0
41913,6568,4,163.75,2024-01-24,withdrawal,0
41914,6088,37,157.67,2023-08-16,withdrawal,0
41915,6513,26,16.64,2024-12-05,payment,0
41916,4952,51,232.24,2024-06-12,transfer,0
41917,121,54,145.02,2023-12-23,payment,0
41918,1200,13,43.37,2023-11-01,withdrawal,0
41919,7272,87,17.57,2023-11-28,payment,0
41920,2743,72,132.27,2023-06-06,payment,0
41921,1619,39,88.19,2023-06-29,withdrawal,0
41922,7174,52,28.59,2023-10-17,payment,0
41923,6619,9,120.54,2024-05-22,withdrawal,0
41924,914,44,287.68,2024-12-13,payment,0
41925,3867,28,209.03,2024-02-22,withdrawal,0
41926,3427,18,70.25,2023-08-24,withdrawal,0
41927,6878,10,178.96,2024-04-23,withdrawal,0
41928,6282,31,42.98,2024-08-17,payment,0
41929,956,90,14.46,2024-09-18,withdrawal,0
41930,5170,17,6.62,2023-01-24,payment,0
41931,5513,39,14.86,2024-06-27,withdrawal,0
41932,6570,65,13.5,2023-09-23,payment,0
41933,3853,1,364.35,2023-10-15,withdrawal,0
41934,3601,49,31.95,2024-12-26,payment,0
41935,6212,76,23.89,2023-12-29,withdrawal,0
41936,468,75,167.24,2024-12-03,withdrawal,0
41937,3899,86,199.72,2023-12-13,payment,0
41938,3636,73,139.29,2024-03-23,payment,1
41939,3891,13,63.11,2024-01-14,payment,0
41940,3524,54,7.28,2024-09-16,payment,0
41941,1656,79,71.81,2023-08-18,payment,0
41942,6189,71,13.07,2023-05-05,payment,0
41943,3461,50,147.43,2023-12-03,payment,0
41944,5787,87,93.7,2023-04-15,withdrawal,0
41945,332,50,8.71,2024-11-26,transfer,1
41946,2691,30,9.3,2023-11-13,transfer,0
41947,863,36,41.39,2024-11-11,payment,0
41948,5897,34,195.69,2023-06-03,withdrawal,0
41949,868,28,140.02,2023-11-21,payment,0
41950,6719,36,249.82,2023-04-10,withdrawal,0
41951,3129,83,45.99,2023-03-12,payment,0
41952,5244,43,166.3,2023-04-21,payment,0
41953,932,33,15.91,2023-12-21,payment,0
41954,1525,27,9.25,2023-02-24,transfer,0
41955,4066,84,45.18,2023-08-25,payment,0
41956,5911,67,12.2,2024-03-23,payment,0
41957,935,10,89.23,2023-11-01,payment,0
41958,3286,93,305.92,2024-03-29,payment,0
41959,3569,53,177.42,2024-04-02,payment,0
41960,1045,47,111.89,2023-05-14,withdrawal,0
41961,2884,17,173.06,2023-02-26,payment,0
41962,3758,1,73.83,2023-06-06,payment,1
41963,2520,10,8.03,2023-06-21,withdrawal,0
41964,6118,95,32.25,2024-06-28,payment,0
41965,7165,74,157.59,2024-03-16,withdrawal,0
41966,6744,94,86.24,2023-12-31,withdrawal,0
41967,2983,92,40.45,2024-01-06,payment,0
41968,4328,98,53.91,2023-06-26,payment,0
41969,6977,43,41.42,2023-09-26,payment,0
41970,718,1,17.71,2023-11-21,payment,0
41971,6018,20,38.57,2023-03-08,transfer,0
41972,4972,96,162.98,2023-03-17,payment,0
41973,6690,36,46.5,2023-07-18,payment,1
41974,4507,1,21.29,2024-03-09,transfer,0
41975,4045,92,107.62,2023-09-08,withdrawal,0
41976,4632,50,109.94,2023-12-04,payment,0
41977,4830,31,37.81,2024-04-06,payment,1
41978,2440,100,26.24,2024-06-12,payment,0
41979,5663,92,211.18,2023-09-25,payment,0
41980,1052,86,28.29,2023-09-01,payment,0
41981,6628,91,32.33,2023-06-17,payment,0
41982,51,24,43.75,2023-09-23,payment,0
41983,1259,30,113.0,2023-06-13,payment,0
41984,5544,17,13.29,2024-10-05,withdrawal,0
41985,6878,93,485.97,2023-12-21,payment,0
41986,5700,34,7.5,2024-02-11,withdrawal,0
41987,6915,91,377.86,2024-05-18,withdrawal,0
41988,5222,11,187.11,2023-06-06,payment,0
41989,2509,96,5.05,2023-01-25,payment,0
41990,564,52,28.36,2024-02-28,payment,0
41991,1843,76,22.23,2023-08-30,payment,0
41992,5701,99,45.73,2023-02-01,payment,1
41993,1348,18,114.16,2024-06-28,withdrawal,0
41994,4759,54,179.84,2024-11-12,withdrawal,0
41995,7334,48,43.99,2024-05-07,payment,0
41996,2920,39,21.66,2023-02-24,transfer,0
41997,4737,38,155.1,2024-09-03,payment,0
41998,6110,8,318.33,2024-01-21,payment,0
41999,6055,91,33.24,2024-12-08,payment,0
42000,1677,1,41.28,2024-06-19,payment,0
42001,1788,29,72.23,2024-10-24,withdrawal,0
42002,6708,49,105.08,2023-01-13,payment,0
42003,6915,77,10.07,2023-07-21,payment,0
42004,1655,5,35.71,2024-07-13,payment,0
42005,685,34,23.63,2024-07-03,withdrawal,0
42006,2846,94,166.85,2024-08-25,transfer,0
42007,5076,87,145.04,2024-04-23,payment,0
42008,1603,89,454.42,2023-05-27,payment,0
42009,138,15,21.9,2024-09-13,payment,0
42010,3512,89,14.98,2024-12-22,payment,0
42011,4431,60,130.84,2023-01-06,withdrawal,0
42012,6772,97,46.03,2023-02-22,payment,0
42013,6297,99,191.36,2024-05-24,payment,0
42014,485,83,179.3,2023-01-29,payment,0
42015,6597,91,29.76,2024-09-30,payment,0
42016,3200,47,107.96,2023-12-03,payment,0
42017,263,80,20.82,2024-06-23,payment,0
42018,92,6,433.88,2024-01-05,payment,0
42019,5549,52,11.48,2023-06-05,withdrawal,0
42020,7300,31,80.18,2024-10-16,payment,0
42021,3167,95,39.72,2024-07-06,payment,0
42022,878,73,111.46,2024-10-12,withdrawal,0
42023,3711,27,36.88,2024-02-18,payment,0
42024,3543,45,157.55,2023-12-18,withdrawal,0
42025,2483,85,246.79,2024-12-30,payment,0
42026,611,42,49.36,2024-05-10,transfer,0
42027,6778,9,11.62,2024-08-05,withdrawal,0
42028,6539,34,297.33,2024-04-22,payment,0
42029,3654,5,141.98,2023-11-29,payment,0
42030,4990,100,177.54,2024-02-16,payment,0
42031,1726,90,333.62,2024-01-09,withdrawal,0
42032,3574,73,25.93,2023-03-15,payment,0
42033,2810,25,97.67,2024-01-02,payment,0
42034,6352,18,161.16,2024-02-02,payment,0
42035,7004,98,168.07,2023-05-27,payment,0
42036,661,11,7.09,2023-08-19,payment,0
42037,4972,82,233.84,2023-04-26,transfer,0
42038,3890,26,6.66,2024-01-17,withdrawal,0
42039,4653,19,22.81,2024-01-17,payment,0
42040,6988,79,12.35,2024-06-14,payment,0
42041,295,67,39.93,2024-06-13,payment,0
42042,3730,31,41.31,2024-04-03,payment,0
42043,141,94,283.97,2024-02-20,payment,0
42044,1396,100,15.98,2024-05-20,payment,0
42045,1336,26,36.91,2024-10-08,payment,0
42046,6470,21,179.07,2024-08-20,payment,0
42047,3574,91,75.05,2024-01-01,transfer,0
42048,2746,78,275.9,2023-04-12,payment,0
42049,2778,60,377.01,2023-12-21,withdrawal,0
42050,366,46,5.56,2023-12-08,payment,0
42051,1755,4,5.76,2024-05-26,payment,0
42052,2627,100,144.12,2024-07-04,withdrawal,1
42053,1269,36,471.96,2024-09-05,withdrawal,0
42054,4968,36,27.17,2024-02-17,payment,0
42055,6537,80,56.03,2024-04-06,withdrawal,0
42056,6647,36,146.67,2024-01-25,withdrawal,0
42057,2922,66,86.88,2023-07-04,payment,0
42058,5425,23,89.0,2023-10-03,payment,0
42059,258,82,68.5,2023-12-28,payment,0
42060,995,14,466.84,2024-06-02,payment,0
42061,7249,76,194.5,2024-04-23,withdrawal,0
42062,2754,62,8.4,2024-10-21,payment,0
42063,4179,5,126.1,2023-12-28,payment,0
42064,3095,61,178.57,2024-05-07,transfer,0
42065,5438,67,373.11,2024-06-04,payment,0
42066,315,28,148.75,2024-05-31,payment,0
42067,3761,19,190.18,2024-10-12,payment,0
42068,1126,62,27.23,2023-02-27,payment,0
42069,2475,32,102.41,2024-11-03,payment,0
42070,3449,9,466.34,2023-11-13,transfer,0
42071,2514,16,37.95,2024-09-02,payment,0
42072,1946,45,123.64,2024-12-20,payment,0
42073,6727,29,29.32,2023-04-02,payment,0
42074,5913,1,56.6,2023-08-07,withdrawal,1
42075,1230,12,167.09,2023-01-23,payment,0
42076,5591,87,283.97,2023-04-13,payment,0
42077,6692,88,29.8,2024-03-14,payment,0
42078,5260,42,26.13,2023-10-10,payment,0
42079,802,74,156.17,2023-07-01,withdrawal,0
42080,1629,35,33.65,2024-08-15,payment,0
42081,4245,91,39.7,2024-03-27,withdrawal,0
42082,68,82,8.09,2024-08-14,withdrawal,0
42083,1761,18,44.73,2023-07-28,payment,0
42084,4803,72,22.53,2024-12-21,withdrawal,0
42085,1989,97,176.23,2023-08-03,payment,0
42086,4508,24,18.77,2023-11-10,payment,0
42087,7225,16,274.29,2023-09-18,withdrawal,0
42088,7342,36,22.1,2024-06-09,withdrawal,0
42089,1595,7,39.35,2024-07-16,withdrawal,0
42090,1326,42,23.27,2024-10-22,withdrawal,0
42091,6038,38,50.38,2023-01-20,withdrawal,0
42092,1340,80,36.6,2024-11-22,payment,0
42093,3548,3,213.2,2024-04-02,payment,0
42094,837,44,8.87,2024-03-18,transfer,0
42095,1503,55,5.56,2024-04-05,payment,0
42096,615,79,194.53,2023-04-13,payment,0
42097,1066,22,15.81,2024-02-27,payment,0
42098,5463,98,492.73,2024-10-19,withdrawal,0
42099,1981,95,22.32,2024-09-26,transfer,0
42100,7041,30,134.83,2024-11-21,payment,0
42101,3694,88,127.47,2023-09-09,withdrawal,0
42102,41,82,127.85,2024-05-05,payment,0
42103,6309,9,11.08,2024-03-11,payment,0
42104,7171,50,17.64,2023-04-19,payment,0
42105,5310,52,207.32,2023-04-26,transfer,0
42106,7006,15,470.66,2024-08-26,payment,0
42107,2132,43,11.0,2023-06-29,payment,0
42108,7017,7,19.78,2023-12-28,withdrawal,0
42109,3360,48,121.98,2024-03-18,withdrawal,0
42110,32,45,10.0,2024-10-25,payment,0
42111,2461,30,258.01,2024-08-10,payment,0
42112,1948,66,453.85,2024-06-20,payment,0
42113,5024,49,179.37,2024-01-30,payment,0
42114,2599,38,82.42,2023-08-24,payment,0
42115,3229,63,27.66,2023-05-02,payment,0
42116,1878,59,12.58,2023-01-27,payment,0
42117,917,87,39.31,2024-04-27,transfer,0
42118,2196,57,130.32,2024-04-13,payment,0
42119,1430,37,18.18,2024-10-25,payment,0
42120,4270,61,14.62,2024-09-12,transfer,0
42121,5729,43,8.45,2023-04-18,withdrawal,0
42122,6625,9,32.14,2023-05-07,payment,0
42123,5622,4,9.18,2024-05-07,withdrawal,0
42124,557,61,119.71,2024-12-02,payment,0
42125,567,26,43.43,2023-07-12,payment,0
42126,1595,55,127.68,2024-03-16,payment,0
42127,177,82,246.46,2023-12-01,withdrawal,0
42128,4557,3,12.95,2023-05-22,payment,0
42129,5488,75,237.23,2023-09-25,payment,0
42130,1510,27,21.63,2024-03-28,withdrawal,0
42131,6462,79,76.33,2023-09-08,payment,0
42132,5587,49,28.21,2024-02-25,payment,0
42133,1025,28,137.33,2023-09-16,payment,0
42134,1556,30,30.23,2024-04-22,withdrawal,0
42135,1624,49,327.63,2023-03-14,payment,0
42136,4284,74,17.49,2023-11-16,payment,0
42137,6110,23,9.38,2023-10-14,payment,0
42138,377,18,198.84,2023-04-10,payment,0
42139,2671,33,39.29,2023-08-18,transfer,0
42140,3148,31,17.25,2024-04-13,payment,0
42141,3681,73,182.63,2023-11-09,withdrawal,0
42142,5614,83,27.85,2023-11-06,payment,0
42143,6735,81,11.82,2023-07-02,withdrawal,0
42144,5260,59,26.8,2023-07-11,payment,0
42145,6260,78,27.18,2023-09-16,payment,0
42146,6788,64,105.27,2023-10-24,withdrawal,0
42147,5009,10,181.66,2024-03-22,transfer,0
42148,5080,2,165.98,2023-03-29,payment,0
42149,1731,27,16.02,2023-02-16,payment,0
42150,4648,7,22.42,2024-11-25,payment,0
42151,5333,78,46.68,2024-11-14,payment,0
42152,7275,88,32.77,2023-04-08,payment,0
42153,461,98,361.91,2024-08-12,payment,0
42154,1861,18,354.75,2024-01-21,withdrawal,0
42155,529,74,77.49,2024-03-05,payment,0
42156,3026,82,313.74,2023-07-28,payment,0
42157,5965,62,75.42,2023-07-05,payment,0
42158,3753,59,26.75,2023-05-22,transfer,0
42159,3344,65,10.29,2023-02-08,payment,0
42160,3427,27,228.97,2024-04-26,withdrawal,0
42161,2509,22,104.64,2024-02-23,payment,0
42162,5556,98,70.33,2023-12-23,payment,0
42163,1894,19,158.68,2023-10-12,payment,0
42164,4341,69,98.38,2024-10-24,payment,1
42165,2949,43,66.59,2024-09-03,payment,0
42166,5940,32,140.48,2024-11-17,withdrawal,0
42167,690,27,91.88,2023-08-01,payment,0
42168,4874,63,261.0,2023-05-07,payment,0
42169,1737,61,172.9,2024-09-11,payment,1
42170,887,27,30.4,2023-12-17,payment,0
42171,4072,10,9.97,2023-03-09,withdrawal,0
42172,5400,47,21.54,2024-08-16,payment,0
42173,4754,93,121.48,2023-08-08,payment,0
42174,5997,28,25.8,2024-02-27,withdrawal,0
42175,692,64,260.02,2024-04-18,withdrawal,0
42176,4970,69,13.24,2023-10-14,payment,0
42177,4127,17,34.9,2024-06-19,payment,0
42178,1687,61,22.78,2023-03-02,payment,0
42179,1627,22,30.79,2024-06-11,payment,0
42180,1344,92,70.82,2024-07-19,withdrawal,0
42181,691,87,8.97,2023-11-27,payment,0
42182,3433,59,11.59,2024-03-22,transfer,0
42183,3600,75,74.62,2024-05-19,withdrawal,0
42184,5762,1,24.96,2023-06-12,withdrawal,0
42185,1987,61,6.65,2023-10-06,withdrawal,0
42186,5544,33,33.12,2024-06-02,withdrawal,0
42187,284,86,25.52,2023-07-16,transfer,0
42188,883,49,21.44,2024-12-20,payment,0
42189,3370,27,142.49,2023-10-19,transfer,0
42190,6430,13,430.47,2023-08-24,withdrawal,0
42191,5321,35,18.62,2024-09-04,transfer,0
42192,4242,90,34.57,2024-03-05,withdrawal,0
42193,6812,73,71.26,2023-07-30,transfer,0
42194,1368,64,198.38,2024-10-11,payment,0
42195,5587,33,9.23,2023-12-11,withdrawal,0
42196,5719,48,377.8,2024-12-15,payment,0
42197,2048,85,478.99,2024-02-11,payment,0
42198,5929,10,15.2,2023-10-24,transfer,0
42199,878,11,188.62,2024-04-06,transfer,0
42200,3084,7,181.89,2023-09-17,payment,0
42201,5082,40,152.59,2023-02-18,withdrawal,0
42202,2237,11,35.31,2023-03-14,transfer,0
42203,2214,66,441.77,2024-02-11,withdrawal,0
42204,777,99,19.45,2024-03-23,payment,0
42205,796,72,40.16,2023-12-01,payment,0
42206,5221,10,45.15,2024-10-04,withdrawal,0
42207,2764,15,87.38,2024-10-24,payment,0
42208,5064,78,30.78,2024-12-01,transfer,0
42209,941,36,492.99,2024-10-15,withdrawal,0
42210,2605,27,35.4,2023-02-21,payment,0
42211,6772,45,170.7,2023-07-11,payment,0
42212,4758,11,72.06,2023-12-24,payment,0
42213,906,94,93.04,2024-12-06,payment,0
42214,895,56,43.98,2023-08-23,payment,0
42215,4453,14,28.07,2023-09-06,withdrawal,0
42216,442,55,31.49,2023-08-07,payment,0
42217,2562,37,67.23,2024-10-05,transfer,0
42218,3056,30,7.49,2023-03-24,transfer,0
42219,4151,99,18.26,2024-12-30,payment,0
42220,6156,15,99.92,2024-07-07,payment,0
42221,1920,97,120.0,2023-04-27,payment,0
42222,1404,78,16.58,2024-04-02,withdrawal,0
42223,423,35,82.47,2023-10-08,withdrawal,0
42224,1166,30,17.1,2024-08-26,payment,0
42225,3685,30,174.35,2023-04-30,payment,0
42226,6652,9,79.72,2024-01-04,transfer,0
42227,3478,62,96.24,2023-11-15,payment,0
42228,1872,46,7.92,2023-01-14,payment,0
42229,6203,60,243.51,2023-09-07,withdrawal,0
42230,5637,84,140.11,2023-03-01,payment,0
42231,7065,99,43.05,2023-11-30,withdrawal,0
42232,4001,33,156.37,2023-05-18,withdrawal,0
42233,2913,92,17.34,2023-08-28,withdrawal,0
42234,59,40,329.74,2023-05-30,transfer,0
42235,4700,70,39.3,2023-08-11,payment,0
42236,3599,72,24.12,2023-09-20,payment,0
42237,6615,67,27.21,2024-06-24,payment,0
42238,4919,85,143.3,2024-05-26,payment,0
42239,5564,7,151.58,2023-05-01,transfer,0
42240,6364,21,33.16,2023-08-07,withdrawal,0
42241,4861,2,33.88,2023-08-06,payment,0
42242,4283,85,136.79,2023-04-22,payment,0
42243,6515,73,449.22,2024-11-19,payment,0
42244,7006,63,49.53,2024-06-28,payment,0
42245,6803,53,191.05,2024-05-15,payment,0
42246,834,94,23.28,2024-07-18,payment,0
42247,567,1,34.83,2024-11-04,payment,0
42248,6677,35,108.46,2024-08-15,transfer,0
42249,6238,98,32.12,2024-10-24,payment,0
42250,1457,92,371.74,2023-03-29,payment,0
42251,1525,31,43.65,2024-05-21,payment,0
42252,3731,23,14.06,2023-06-02,payment,0
42253,2261,88,33.76,2024-10-20,transfer,0
42254,2445,74,185.21,2023-09-16,payment,0
42255,617,67,98.85,2024-01-04,payment,0
42256,5467,58,137.52,2024-07-02,payment,0
42257,551,23,8.9,2024-10-21,transfer,0
42258,5823,77,494.21,2024-06-05,withdrawal,0
42259,5563,68,15.96,2023-08-01,withdrawal,0
42260,5677,2,157.31,2024-12-22,payment,0
42261,540,81,31.93,2023-09-14,payment,0
42262,5344,24,199.14,2023-08-04,payment,0
42263,4310,42,432.27,2023-10-31,withdrawal,0
42264,7028,71,166.17,2024-04-17,withdrawal,0
42265,750,56,42.69,2023-01-11,payment,0
